"Xi1","Xi2","Gap","LastIter","Time","Problem"
"0.01","0.1","0.23054982298262144","2","0.589434612","Product"
"0.01","0.6","0.23054982298262144","2","0.602370442","Product"
"0.06","0.1","0.23054982298262144","2","0.602700537","Product"
"0.06","0.6","0.23054982298262144","2","0.606892422","Product"
