"Iter","Time","α","step","UB","LB","Hk","Zk","Gap","Example","Method","δ"
"82.0","47.0","0.051472783023662275","9.475112775441878e-6","541724.7158910505","515551.12","515551.12","3.3046188544373293e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"83.0","48.0","0.051472783023662275","1.9744245325979413e-5","541724.7158910505","515551.12","515551.12","3.2524812709394475e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"84.0","48.0","0.051472783023662275","8.3546444942853e-6","541724.7158910505","515551.12","515551.12","3.310589215205001e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"85.0","49.0","0.051472783023662275","1.7324660174764494e-5","541724.7158910505","515551.12","515551.12","3.2387990366523988e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"86.0","49.0","0.04632550472129605","8.348441942582612e-6","541724.7158910505","515551.12","515551.12","3.2945460782641163e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"87.0","50.0","0.04632550472129605","1.5677591306582738e-5","541724.7158910505","515551.12","515551.12","3.233431530267596e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"88.0","51.0","0.04632550472129605","9.202339666968474e-6","541724.7158910505","515551.12","515551.12","3.270265966729353e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"89.0","51.0","0.04632550472129605","1.4633552794289207e-5","541724.7158910505","515551.12","515551.12","3.226151827810928e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"90.0","52.0","0.04632550472129605","8.595172556139838e-6","541724.7158910505","515551.12","515551.12","3.2583335970583754e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"91.0","52.0","0.04169295424916644","1.5609456271536072e-5","541724.7158910505","515551.12","515551.12","3.2200499354056576e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"92.0","53.0","0.04169295424916644","7.592504209132333e-6","541724.7158910505","515551.12","515551.12","3.248142270791084e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"93.0","54.0","0.04169295424916644","1.7941384940563e-5","541724.7158910505","515551.12","515551.12","3.2104818188984552e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"94.0","54.0","0.04169295424916644","7.261952295734147e-6","541724.7158910505","515551.12","515551.12","3.254949239477307e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"95.0","55.0","0.04169295424916644","1.4122750433984208e-5","541724.7158910505","515551.12","515551.12","3.1997457080619144e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"96.0","55.0","0.0375236588242498","7.047222042517426e-6","541724.7158910505","515551.12","515551.12","3.238681338314696e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"97.0","56.0","0.0375236588242498","1.3987332078625901e-5","541724.7158910505","515551.12","515551.12","3.192689927082459e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"98.0","56.0","0.0375236588242498","6.993806015148533e-6","541724.7158910505","515551.12","515551.12","3.2263772125346083e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"99.0","57.0","0.0375236588242498","1.3396386388319081e-5","541724.7158910505","515551.12","515551.12","3.185683901959876e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"100.0","58.0","0.0375236588242498","6.89751973553842e-6","541724.7158910505","515551.12","515551.12","3.2196741892345855e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"101.0","58.0","0.03377129294182482","1.3510302886862168e-5","541724.7158910505","515551.12","515551.12","3.1783365016262084e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"102.0","59.0","0.03377129294182482","5.972465491746314e-6","541724.7158910505","515551.12","515551.12","3.210073231532826e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"103.0","59.0","0.03377129294182482","1.3589091739780179e-5","541724.7158910505","515551.12","515551.12","3.168215820731193e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"104.0","60.0","0.03377129294182482","5.92994234790816e-6","541724.7158910505","515551.12","515551.12","3.2089569231226924e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"105.0","61.0","0.03377129294182482","1.2696236771008871e-5","541724.7158910505","515551.12","515551.12","3.1616734136744705e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"106.0","61.0","0.03039416364764234","5.86577616889954e-6","541724.7158910505","515551.12","515551.12","3.19797711300623e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"107.0","62.0","0.03039416364764234","1.0687914620645977e-5","541724.7158910505","515551.12","515551.12","3.155397044150746e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"108.0","62.0","0.03039416364764234","5.817257340723752e-6","541724.7158910505","515551.12","515551.12","3.1820456516156252e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"109.0","63.0","0.03039416364764234","1.0894788161212594e-5","541724.7158910505","515551.12","515551.12","3.153395913278591e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"110.0","64.0","0.03039416364764234","5.700232276516345e-6","541724.7158910505","515551.12","515551.12","3.1753860750165717e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"111.0","64.0","0.02735474728287811","9.136894149735036e-6","541724.7158910505","515551.12","515551.12","3.147280931458268e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"112.0","65.0","0.02735474728287811","5.84546089094556e-6","541724.7158910505","515551.12","515551.12","3.1607622463841476e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"113.0","65.0","0.02735474728287811","1.015927477558867e-5","541724.7158910505","515551.12","515551.12","3.142720191692255e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"114.0","66.0","0.02735474728287811","5.100380709041474e-6","541724.7158910505","515551.12","515551.12","3.1581708511297493e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"115.0","67.0","0.02735474728287811","1.115514733454746e-5","541724.7158910505","515551.12","515551.12","3.1372170327401324e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"116.0","67.0","0.0246192725545903","4.224314673172462e-6","541724.7158910505","515551.12","515551.12","3.1620717606343767e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"117.0","68.0","0.0246192725545903","1.0551027452493567e-5","541724.7158910505","515551.12","515551.12","3.1289434877894428e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"118.0","68.0","0.0246192725545903","4.655898148791689e-6","541724.7158910505","515551.12","515551.12","3.1555779294096683e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"119.0","69.0","0.0246192725545903","9.495125113333205e-6","541724.7158910505","515551.12","515551.12","3.120365028272951e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"120.0","70.0","0.0246192725545903","4.374061313267272e-6","541724.7158910505","515551.12","515551.12","3.152865813992568e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"121.0","70.0","0.02215734529913127","7.91384027418041e-6","541724.7158910505","515551.12","515551.12","3.117238170058859e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"122.0","71.0","0.02215734529913127","4.6427371325815e-6","541724.7158910505","515551.12","515551.12","3.1374423570453105e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"123.0","71.0","0.02215734529913127","8.145734491335758e-6","541724.7158910505","515551.12","515551.12","3.1154868197771274e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"124.0","72.0","0.02215734529913127","4.302428314477963e-6","541724.7158910505","515551.12","515551.12","3.13215515425712e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"125.0","73.0","0.02215734529913127","7.282935294339249e-6","541724.7158910505","515551.12","515551.12","3.1118411182669844e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"126.0","73.0","0.019941610769218143","4.05238898373418e-6","541724.7158910505","515551.12","515551.12","3.124861354547197e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"127.0","74.0","0.019941610769218143","8.254680440203202e-6","541724.7158910505","515551.12","515551.12","3.1075249594269274e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"128.0","74.0","0.019941610769218143","3.398438463727965e-6","541724.7158910505","515551.12","515551.12","3.1231274171809973e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"129.0","75.0","0.019941610769218143","8.112841191521434e-6","541724.7158910505","515551.12","515551.12","3.1012089706392535e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"130.0","76.0","0.019941610769218143","3.6482779276311327e-6","541724.7158910505","515551.12","515551.12","3.1232321733844886e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"131.0","76.0","0.01794744969229633","6.878135280759978e-6","541724.7158910505","515551.12","515551.12","3.0975633972782353e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"132.0","77.0","0.01794744969229633","3.4242603085920515e-6","541724.7158910505","515551.12","515551.12","3.113789737624311e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"133.0","77.0","0.01794744969229633","6.9617133811111815e-6","541724.7158910505","515551.12","515551.12","3.093850058342807e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"134.0","78.0","0.01794744969229633","3.262633251472723e-6","541724.7158910505","515551.12","515551.12","3.1106687272621254e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"135.0","79.0","0.01794744969229633","7.148983947798499e-6","541724.7158910505","515551.12","515551.12","3.089977056204812e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"136.0","79.0","0.016152704723066697","2.688327144675994e-6","541724.7158910505","515551.12","515551.12","3.111898920721439e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"137.0","80.0","0.016152704723066697","6.473964615388676e-6","541724.7158910505","515551.12","515551.12","3.086010114875773e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"138.0","81.0","0.016152704723066697","3.664772050561829e-6","541724.7158910505","515551.12","515551.12","3.099889808779385e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"139.0","81.0","0.016152704723066697","4.6124095814588284e-6","541724.7158910505","515551.12","515551.12","3.084993753602263e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"140.0","82.0","0.016152704723066697","3.871684517479262e-6","541724.7158910505","515551.12","515551.12","3.09050759914428e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"141.0","82.0","0.014537434250760027","4.408175569135396e-6","541724.7158910505","515551.12","515551.12","3.0840358127498934e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"142.0","83.0","0.014537434250760027","3.9017255277698515e-6","541724.7158910505","515551.12","515551.12","3.083215542673544e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"143.0","84.0","0.014537434250760027","4.0875131734119795e-6","541724.7158910505","515551.12","515551.12","3.081731322104583e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"144.0","84.0","0.014537434250760027","3.4665202293295396e-6","541724.7158910505","515551.12","515551.12","3.0819506454081736e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"145.0","85.0","0.014537434250760027","4.515996930437801e-6","541724.7158910505","515551.12","515551.12","3.077650082831424e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"146.0","85.0","0.013083690825684025","3.0033700587170794e-6","541724.7158910505","515551.12","515551.12","3.0812696102822586e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"147.0","86.0","0.013083690825684025","4.143353044006579e-6","541724.7158910505","515551.12","515551.12","3.074290316181266e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"148.0","87.0","0.013083690825684025","3.1791951281291125e-6","541724.7158910505","515551.12","515551.12","3.0761690923498124e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"149.0","87.0","0.013083690825684025","4.070864072868884e-6","541724.7158910505","515551.12","515551.12","3.073928356848334e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"150.0","88.0","0.013083690825684025","3.4157726683166564e-6","541724.7158910505","515551.12","515551.12","3.073015814251767e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"151.0","88.0","0.011775321743115623","3.4278854228232386e-6","541724.7158910505","515551.12","515551.12","3.0711100105302488e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"152.0","89.0","0.011775321743115623","2.950223320688869e-6","541724.7158910505","515551.12","515551.12","3.070582418517792e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"153.0","90.0","0.011775321743115623","3.44807483310824e-6","541724.7158910505","515551.12","515551.12","3.066414734883644e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"154.0","90.0","0.011775321743115623","2.742556521603944e-6","541724.7158910505","515551.12","515551.12","3.068488834624417e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"155.0","91.0","0.011775321743115623","3.720611128021935e-6","541724.7158910505","515551.12","515551.12","3.065407720329853e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"156.0","92.0","0.010597789568804061","2.7215109992789376e-6","541724.7158910505","515551.12","515551.12","3.0659243535128674e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"157.0","92.0","0.010597789568804061","3.4616922213984027e-6","541724.7158910505","515551.12","515551.12","3.0629250779012055e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"158.0","93.0","0.010597789568804061","2.7232166802218184e-6","541724.7158910505","515551.12","515551.12","3.0629656077628513e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"159.0","93.0","0.010597789568804061","3.0332797677534204e-6","541724.7158910505","515551.12","515551.12","3.0615025582135417e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"160.0","94.0","0.010597789568804061","3.182881531506783e-6","541724.7158910505","515551.12","515551.12","3.059663501689674e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"161.0","95.0","0.009538010611923655","2.4040653292092374e-6","541724.7158910505","515551.12","515551.12","3.0606436973351487e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"162.0","95.0","0.009538010611923655","3.0426155330438448e-6","541724.7158910505","515551.12","515551.12","3.056579742914617e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"163.0","96.0","0.009538010611923655","2.7762804127040225e-6","541724.7158910505","515551.12","515551.12","3.056361345773115e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"164.0","96.0","0.009538010611923655","2.70998174207772e-6","541724.7158910505","515551.12","515551.12","3.0564061335327188e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
