"Iter","Time","α","step","UB","LB","Hk","Zk","Gap","Example","Method","δ"
"1.0","4.0","2.0","0.00014174209759226783","541724.7158910505","515551.12","515551.12","4.774351798164291e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"2.0","5.0","1.0","0.00015593683714805015","541724.7158910505","515551.12","515551.12","9.886146293598419e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"3.0","5.0","0.5","8.44954421225043e-5","541724.7158910505","515551.12","515551.12","1.0670593336131081e7","0.05076818743221919","Example4 Temporal","subgradient",0.9
"4.0","6.0","0.25","2.5924488428749934e-5","541724.7158910505","515551.12","515551.12","6.746994327170111e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"5.0","6.0","0.25","2.189388441938374e-5","541724.7158910505","515551.12","515551.12","4.435954638964561e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"6.0","6.0","0.25","3.145529743911e-5","541724.7158910505","515551.12","515551.12","4.28557842958703e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"7.0","7.0","0.25","2.9316665148805316e-5","541724.7158910505","515551.12","515551.12","4.332977901892419e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"8.0","7.0","0.25","3.129940195362482e-5","541724.7158910505","515551.12","515551.12","4.247927047669312e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"9.0","8.0","0.25","2.973111774993526e-5","541724.7158910505","515551.12","515551.12","4.20611050365133e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"10.0","8.0","0.25","3.271863635418478e-5","541724.7158910505","515551.12","515551.12","4.1488038558388427e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"11.0","9.0","0.225","2.7025403947842755e-5","541724.7158910505","515551.12","515551.12","4.16942593541654e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"12.0","9.0","0.225","2.9952076870774022e-5","541724.7158910505","515551.12","515551.12","4.038610582810072e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"13.0","10.0","0.225","2.5675868601476197e-5","541724.7158910505","515551.12","515551.12","4.097870589719601e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"14.0","10.0","0.225","3.0362556989959284e-5","541724.7158910505","515551.12","515551.12","3.966523807506069e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"15.0","11.0","0.225","2.6176348591353172e-5","541724.7158910505","515551.12","515551.12","4.036278007817478e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"16.0","11.0","0.2025","2.7775797672958906e-5","541724.7158910505","515551.12","515551.12","3.9651139919138146e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"17.0","12.0","0.2025","2.5474157249099034e-5","541724.7158910505","515551.12","515551.12","3.9294946236745957e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"18.0","12.0","0.2025","2.6604894250184564e-5","541724.7158910505","515551.12","515551.12","3.901675350168374e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"19.0","13.0","0.2025","2.4560325540541452e-5","541724.7158910505","515551.12","515551.12","3.8639325358341583e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"20.0","13.0","0.2025","2.4569047367824372e-5","541724.7158910505","515551.12","515551.12","3.8809817128177746e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"21.0","14.0","0.18225000000000002","2.2603158442266465e-5","541724.7158910505","515551.12","515551.12","3.8282718219446503e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"22.0","14.0","0.18225000000000002","2.5954939822419343e-5","541724.7158910505","515551.12","515551.12","3.818827488735861e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"23.0","15.0","0.18225000000000002","2.5537505332213902e-5","541724.7158910505","515551.12","515551.12","3.833814927663932e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"24.0","15.0","0.18225000000000002","2.3000812345376866e-5","541724.7158910505","515551.12","515551.12","3.79738566601619e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"25.0","16.0","0.18225000000000002","2.4902446445775222e-5","541724.7158910505","515551.12","515551.12","3.7586885421739165e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"26.0","16.0","0.16402500000000003","2.2147511284369436e-5","541724.7158910505","515551.12","515551.12","3.791501118130557e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"27.0","17.0","0.16402500000000003","2.4396533581598303e-5","541724.7158910505","515551.12","515551.12","3.699492874196783e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"28.0","17.0","0.16402500000000003","2.2239576372016458e-5","541724.7158910505","515551.12","515551.12","3.7581380779032917e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"29.0","18.0","0.16402500000000003","2.3138806995307236e-5","541724.7158910505","515551.12","515551.12","3.688966650075104e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"30.0","18.0","0.16402500000000003","2.0635969409795145e-5","541724.7158910505","515551.12","515551.12","3.7290177226600996e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"31.0","19.0","0.14762250000000005","2.1092318603630597e-5","541724.7158910505","515551.12","515551.12","3.6627861268062918e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"32.0","19.0","0.14762250000000005","2.1623930388870377e-5","541724.7158910505","515551.12","515551.12","3.6598310217944295e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"33.0","20.0","0.14762250000000005","2.097150534084579e-5","541724.7158910505","515551.12","515551.12","3.6704715312571977e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"34.0","20.0","0.14762250000000005","2.0406286462589548e-5","541724.7158910505","515551.12","515551.12","3.646783722344948e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"35.0","21.0","0.14762250000000005","2.3360420314475756e-5","541724.7158910505","515551.12","515551.12","3.618181845802312e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"36.0","21.0","0.13286025000000004","1.8648390221433713e-5","541724.7158910505","515551.12","515551.12","3.652718218854666e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"37.0","22.0","0.13286025000000004","2.8482295535053826e-5","541724.7158910505","515551.12","515551.12","3.581809597490767e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"38.0","22.0","0.13286025000000004","1.8680834402942554e-5","541724.7158910505","515551.12","515551.12","3.6608380004366483e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"39.0","23.0","0.13286025000000004","2.4496095061392898e-5","541724.7158910505","515551.12","515551.12","3.573403077335502e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"40.0","23.0","0.13286025000000004","1.7974274185078234e-5","541724.7158910505","515551.12","515551.12","3.6287060631393753e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"41.0","24.0","0.11957422500000003","2.5858583327878695e-5","541724.7158910505","515551.12","515551.12","3.5439453499575434e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"42.0","24.0","0.11957422500000003","1.7263469659441238e-5","541724.7158910505","515551.12","515551.12","3.623636667778303e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"43.0","25.0","0.11957422500000003","2.782134900265375e-5","541724.7158910505","515551.12","515551.12","3.513280050036442e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"44.0","26.0","0.11957422500000003","1.546228327383156e-5","541724.7158910505","515551.12","515551.12","3.613100579416403e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"45.0","26.0","0.11957422500000003","2.3895443924695795e-5","541724.7158910505","515551.12","515551.12","3.5109230585556324e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"46.0","27.0","0.10761680250000004","1.4624893972678874e-5","541724.7158910505","515551.12","515551.12","3.5541646389560904e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"47.0","27.0","0.10761680250000004","2.5748172707807557e-5","541724.7158910505","515551.12","515551.12","3.4735514191057575e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"48.0","28.0","0.10761680250000004","1.4563575516453246e-5","541724.7158910505","515551.12","515551.12","3.5596993763059527e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"49.0","28.0","0.10761680250000004","2.4102716281349995e-5","541724.7158910505","515551.12","515551.12","3.4698634136319743e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"50.0","29.0","0.10761680250000004","1.5872913145390577e-5","541724.7158910505","515551.12","515551.12","3.5313842972759977e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"51.0","29.0","0.09685512225000004","1.9701807485754453e-5","541724.7158910505","515551.12","515551.12","3.457214110800811e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"52.0","30.0","0.09685512225000004","1.6614047375279352e-5","541724.7158910505","515551.12","515551.12","3.485587336902457e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"53.0","31.0","0.09685512225000004","2.023763545746603e-5","541724.7158910505","515551.12","515551.12","3.4373925038579805e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"54.0","31.0","0.09685512225000004","1.3874538944923543e-5","541724.7158910505","515551.12","515551.12","3.4859115492623644e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"55.0","32.0","0.09685512225000004","2.4831516752899853e-5","541724.7158910505","515551.12","515551.12","3.421818122777662e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"56.0","32.0","0.08716961002500004","1.1951535006173782e-5","541724.7158910505","515551.12","515551.12","3.497778484711071e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"57.0","33.0","0.08716961002500004","2.4256719945478206e-5","541724.7158910505","515551.12","515551.12","3.403733574238695e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"58.0","33.0","0.08716961002500004","1.1798044670201463e-5","541724.7158910505","515551.12","515551.12","3.4880033403757713e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"59.0","34.0","0.08716961002500004","2.6084541015956325e-5","541724.7158910505","515551.12","515551.12","3.3793317254845374e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"60.0","34.0","0.08716961002500004","1.2513567177326139e-5","541724.7158910505","515551.12","515551.12","3.4893570588320945e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"61.0","35.0","0.07845264902250004","1.8578544691203773e-5","541724.7158910505","515551.12","515551.12","3.3748146449501794e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"62.0","36.0","0.07845264902250004","1.2535841798988007e-5","541724.7158910505","515551.12","515551.12","3.416600088625446e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"63.0","36.0","0.07845264902250004","2.3672536495338423e-5","541724.7158910505","515551.12","515551.12","3.362406359522862e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"64.0","37.0","0.07845264902250004","1.1810958886742539e-5","541724.7158910505","515551.12","515551.12","3.42459699478209e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"65.0","37.0","0.07845264902250004","2.1927015669340275e-5","541724.7158910505","515551.12","515551.12","3.3571837444641506e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"66.0","38.0","0.07060738412025004","1.0862120304947472e-5","541724.7158910505","515551.12","515551.12","3.4130634074348565e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"67.0","38.0","0.07060738412025004","2.2542790650104804e-5","541724.7158910505","515551.12","515551.12","3.3324258315535723e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"68.0","39.0","0.07060738412025004","1.0672641341234842e-5","541724.7158910505","515551.12","515551.12","3.4081257947956324e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"69.0","40.0","0.07060738412025004","2.0832803632341384e-5","541724.7158910505","515551.12","515551.12","3.321459808837375e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"70.0","40.0","0.07060738412025004","1.1041668989795477e-5","541724.7158910505","515551.12","515551.12","3.3950562927774345e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"71.0","41.0","0.06354664570822503","1.9839003583583474e-5","541724.7158910505","515551.12","515551.12","3.3135924719731137e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"72.0","41.0","0.06354664570822503","1.052953732916638e-5","541724.7158910505","515551.12","515551.12","3.3623737725820756e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"73.0","42.0","0.06354664570822503","1.9819129678555608e-5","541724.7158910505","515551.12","515551.12","3.299724668125721e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"74.0","42.0","0.06354664570822503","1.0350769791238854e-5","541724.7158910505","515551.12","515551.12","3.3547403064948246e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"75.0","43.0","0.06354664570822503","1.933304636744554e-5","541724.7158910505","515551.12","515551.12","3.2920006666512336e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"76.0","44.0","0.05719198113740253","9.05537041165546e-6","541724.7158910505","515551.12","515551.12","3.3511772901833123e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"77.0","44.0","0.05719198113740253","1.7556221867262138e-5","541724.7158910505","515551.12","515551.12","3.2835150468874434e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"78.0","45.0","0.05719198113740253","9.884909108201842e-6","541724.7158910505","515551.12","515551.12","3.3219932750541605e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"79.0","45.0","0.05719198113740253","1.9188119454320425e-5","541724.7158910505","515551.12","515551.12","3.2723195547587215e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"80.0","46.0","0.05719198113740253","9.005918456483506e-6","541724.7158910505","515551.12","515551.12","3.3282044052534606e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
"81.0","47.0","0.051472783023662275","1.8118398979229685e-5","541724.7158910505","515551.12","515551.12","3.2637039586351183e6","0.05076818743221919","Example4 Temporal","subgradient",0.9
