"Xi1","Xi2","Gap","LastIter","Time","Problem"
"0.025","0.5","6.438454824695078","200","119.453192462","Product"
"0.05","0.5","6.438454824695078","200","115.674006282","Product"
"0.075","0.5","6.438454824695078","200","115.674171292","Product"
"0.1","0.5","6.438454824695078","200","115.679196891","Product"
