"Xi1","Xi2","Gap","LastIter","Time","Problem"
"0.025","0.5","6.438454824695068","50","1826.457737055","Temporal"
"0.05","0.5","6.438454824695068","50","1819.876091444","Temporal"
"0.075","0.5","6.438454824695068","50","1821.658239574","Temporal"
"0.1","0.5","6.438454824695068","50","1827.863379472","Temporal"
